5070139311908849434,4528284287985350643
7187901189351060143,5308340505637578689
6361178246176017637,4171414438251516695
1863118517294240893,6691805399825463730
6637415284104750928,6185893669738607219
7705277292619636421,2913653555546848139
2136863248919848977,810337030518566165
5279040632132263988,6680208925498872083
1298961514047599549,3058609502300118736
5106478225737598583,3557302865500031297
255900041597366085,2244690108777119113
2899109344741622370,1470972193289523793
652719394859574493,1510046129982414601
2064885374057463663,3698149833136918195
385714345450992515,1425940676151288597
3046531416691926539,6809261025858798457
4838915234586566657,7191888544935592848
3283468215108169359,6527826276772322002
6894062015047960607,1972428527650342220
895765436136366937,981869030783395875
2103287469096831578,3919554775348018768
1047867573666295718,1318760917994219208
2610598361129511974,8053669852705269615
3954306776567101682,597171929234053287
6997730243332394857,1627580770042858067
8999075550245642134,8643403592480154897
4855118167296673834,1246930009462149191
7681486154168356497,947334925625029925
1249852179351650447,4241932743573416985
96329789231826162,7458996577759931965
2290850189076401253,7363938725095100547
5912476947543823439,1933582382972501335
1779317839423928884,5668839062607576291
3232764755568413948,7486013402354991601
1092256061829094627,8323563191242158365
8533416629514838841,6827094316375521452
3230174010335312653,2793339613738412796
5803280016792466599,1069405518676238329
4759163404410370122,7340305914186111751
5985025835365402603,5364472742172906033
8948767595414115577,4139942823205798603
1091786123502285512,1534430568458208754
1369990294967408510,7765979954173107934
7215565051044690788,8114951258927548699
4423345768466028059,7273586812770378268
4810451714478252264,726269798445752132
6639135665462782666,1378164974326919732
4547644219426346973,222443352603780127
7685850607837568891,5358109345662844506
1928071405105674697,3931305130360499720
1281986187126563474,6955315146770814907
7217610106715949438,7582249066054357624
4127980714480766836,5166193845372388585
5424093503906058171,353692923779734010
8682146473328933511,7985242187575581410
2014737560478870985,8410257985895092519
8628236224581632289,232744307972510750
4640797500246126726,8272942723587460005
3912746494357420610,2589423412586765132
4891777218053702026,5849058690803526311
4435934641979408507,485372715344917688
708776177010563312,1205783095216203642
8350999966348266450,3592099296249948205
8784485831742411067,955094533037575500
1116332252452234488,3775678412628228420
