1343284432714517748,3119329560320673433
8772887338487707172,2273099149531432284
6277087161195868578,336948587896296594
70495561006208942,6031726358505562414
1598352017956437700,4442209764198973880
769997906201527119,5239870732633776347
8115660959397289065,266993766969828075
6111954324734432249,7680968219369819699
3039911116785027478,6916719186708121672
8029710903594775841,533503633206034731
3379462132566509458,1958504248125700327
8050672863425894554,9103064636235858370
7081769558811699090,5856322865304558784
2690001813774076942,4000961217877545504
877052750633272367,3881377715136091528
5311134213220608190,347995751922775287
6392208925292587681,3475107547702062247
98225905296827968,1706620008703646770
3023476269971115066,7924723569489754594
3701194840846397302,1092170416867208367
1536088762655915086,4368005212590414965
8115254800846635909,4001956447476691098
6175610006452387057,3209178471082723413
7939681795498934997,7042216630300601777
1939049080256571054,6624915182327501660
6686440911467759060,5266523882941938279
831630390895094138,185220225710398388
2295259952171459941,8263609803498017852
8811723404303969622,7863569850871985944
3389897277196414693,1260476039854585008
5838555357573878691,8264947681332129128
8904443920725499413,3969279319870195791
107446001335071452,7445963016115129331
6704206289384431251,1430757464798160418
5768551417670328351,8347872979439569374
5949591712111335303,4082842996093536515
5506650559974851677,8793561106246700936
8713384629325062072,2868225215279692563
6955068312073446606,7001834236676629952
5165588644383410257,4158748037366762359
1004765248656026066,6257493292915108924
3101456128496756516,5087509473278125926
724092481032281210,671811994874773241
1261101628813407203,4166069169314758108
9124802778076913121,4195003675134791594
5679449579097995825,4179599622554544208
3966842210523607282,4304281013299120515
5729698634666912796,9054506040394798105
2234862136662058431,3461620774380868396
818804873384938453,6472467278406809732
8799812570598142012,3674655549475803187
1507571039024682463,5525082845806495352
4054684199466858560,2059021299590720600
3378715411607135368,3325742770712019538
4476052961926806341,4783338690642141001
4435366633224317531,6408149370919049882
7129169556894590323,339066307995791697
7836793001479233103,2867626190570511521
1409656930956492954,8472614199424137463
4024128142495597732,6979772469774264732
9068067459225129105,1063950895230714475
7229868794012785852,8248014305724282591
5242050059464851759,7080093849464066662
5185538126523928664,1550854173765006417
8944919273405043517,6959131318902064739
5878259197316079049,9090186404215801748
7134607074923124971,1266297152140045821
3987524267642900744,7361619676255718355
1784210919753699998,1190511867666037713
1340437222981746152,4983911750620184137
2687043753956538302,128108681429511235
8127857032337678332,4191164054960550127
511598743550564323,6950492239531476075
6523617261653167825,5691457896199976934
7584000947578819910,3653389418070532280
4293961780057004813,1972648668855007537
5245776215744735053,3711421040163895320
2054248902100046227,1650844389761755199
8930980409993405829,2296703620445552913
1010279598893285030,3667498655347369379
1845264564034117783,1181727023120869997
3958801062057820812,111612292177107623
972792484509599696,1467362045742893789
7307212794485794602,7277610498358596337
942489393164918960,8191924571980326910
7574219089729270754,5156209679392086373
6550393378431186452,1938812565025835056
2797241445292473249,3043348508294143164
5252038383926919622,8229811796277317418
6643330659792158968,1877943455514038762
1859526824551103287,8532349760569461847
514559457690282448,6160499294482764824
3261486664086028722,4369297790203659569
8205804262246840669,1559104540416767855
2411492348424036400,2730181340516994038
4333134255547103193,8297629347046822757
282208719821265249,3172640303499539649
7358032983053398581,2036250629142571653
8144869271259282864,2593100020406489329
827184431775991729,754899428408229914
2554794985213104329,1779235960743345690
490373665684792423,3404302013882921761
4304142505025163115,7972894420763412291
8015733958956858807,6550377585134418552
3775138048740343271,8338286861419349916
690954177983361231,4810022647196208474
4118188214382882738,866055505424977159
6093318591549249618,2229391442740316961
3196929444491512933,2651774935315167710
1830723676166080363,5635497379901007564
6564061152287815551,8936071649439822481
6205844388510218423,7732075053872206244
4960778429792831635,3605834338779925935
1298811547589265604,6762718690281526859
6610675827020692232,2671730519746684147
1341877481401087784,3803135887428832658
4810877372438485846,522480933839963772
8187520633529088853,7120578244069544016
5281503712509738538,8984806129363349600
3790790546799196263,9117330984230540331
2266356470864920774,8296933023710204058
3901122931651560050,3571678065410138766
5381813548430569732,420090055428712176
1461299880721570889,5472291524998241236
2598534010332702344,4500256466895529432
7359399329249934446,2383047247804634063
635626165378648043,7959956511805333770
4850714234920698394,3613390590858640831
476627059274665442,6414815279159877291
753751885115725542,3918092517766951945
7851275418168008938,3149587371279241489
1519928384891382383,990965700554636820
